city,name,latitude,longitude,stars,state,address,wifi,restaurantsdelivery,restaurantsgoodforgroups,restaurantspricerange,businessparking,business_id,postal_code,review_count
Nashville,The Nations Bar & Grill,36.1556569,-86.849056,3.5,TN,705 51st Ave N,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",tUDZnYQe7aD2VU3Syia_RQ,37209,45
Clearwater,Kul's Bar & Grill,27.8952690666,-82.7115350796,3,FL,13575 58th St N,u'free',False,True,1,NA,xCbhjDqmrCrP1qK4DADu8g,33760,6
Indianapolis,Sky City Cafe,39.7685515,-86.1677919,4,IN,500 W Washington St,NA,False,True,1,"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",FOuKoFiRWDqV_asEJfDqDQ,46204,18
Clearwater,Shorty's Breakfast & Gourmet Deli,27.9519833,-82.829696,4.5,FL,"1261 Gulf Blvd, Ste 125",u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_ReMedGR8eDM5AgdRK0jCw,33767,68
Clearwater,Jungle Bills Tiki Grill,27.9612023,-82.7147014,4.5,FL,2950 Gulf To Bay Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",qt1o4H9O9lBwqf3K7GGFag,33759,15
Clearwater Beach,Crabby Bills Clearwater Beach,27.9770768,-82.8277495,3.5,FL,37 Causeway Blvd,u'no',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",TghRoAMx43V-9l7mH-SENg,33767,408
New Orleans,Katie's Restaurant & Bar,29.9730943,-90.0959144,4.5,LA,3701 Iberville St,u'no',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",pym7c6ZFEtmoH16xN2ApBg,70119,1289
Norristown,LongHorn Steakhouse,40.1274771937,-75.4040751479,3.5,PA,690 S Trooper Rd,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",CS_GzUYlEPa6QHTRY224wQ,19403,104
Woodbury Heights,Muscle Maker Grill,39.8186891,-75.1616656,3,NJ,880 Mantua Pike,NA,True,True,2,NA,S6f2zH9m5FbQ-CQlbX8TAw,08097,8
Smyrna,Smyrna Cafe,35.9416454189,-86.5283457257,4,TN,1666 Lee Victory Pkwy,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Y2jDVmMpRzQRg6HkNvQc8g,37167,184
Bryn Mawr,The Grog Grill,40.0226217,-75.3202699,3.5,PA,863 W Lancaster Ave,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",UNRqCfwvvcU7jdbvExbhDg,19010,125
Philadelphia,Three 12 Sport Bar and Lounge,39.9499452,-75.146352,2.5,PA,312 Market St,u'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",5m3ND7lNNd6zo-bNQGoXhQ,19106,33
Philadelphia,Hammerheads Bar & Grille,40.0374692,-75.0417837,2.5,PA,3517 Cottman Ave,u'no',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",7J81xJFlMM244_f05k2egw,19149,15
Harvey,Billy Bob's,29.8874047,-90.0556895,1.5,LA,"Fountain Park Centre, 1901 Manhattan Blvd",u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ucUWdlN_j1xqq2h8Ul6Z5w,70058,14
Nashville,Winners Bar and Grill Nashville,36.1495917,-86.7968607,3,TN,1913 Division St,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",9XkgYvXhYibe85V6mNE_TQ,37203,102
Chalfont,Pop Inn,40.285725,-75.208165,3.5,PA,4 N Main St,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",DW4ST1K1QWMangu5pUROSQ,18914,45
Tucson,The Mobile Bistro,32.2196564,-110.9700832,5,AZ,160 S Scott Ave,NA,NA,NA,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",zoAZydP_v380Yydf-2u3hw,85701,5
Brownsburg,Maria's Kitchen,39.8677823,-86.3904221,3,IN,1551 N Green St,NA,NA,NA,NA,NA,8LyVYaLdHVwYSn3JL7SPlQ,46112,5
Saint Louis,Garavelli's,38.591035,-90.304291,4,MO,6600 Chippewa St,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",8MWOCQFGPLcKeyDqdoriDA,63109,9
Santa Barbara,China Bowl & State Street Cafe,34.4235663,-119.6925452,2,CA,440 E Ortega St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",lTVHJAvtFQbQb6cPstEXyA,93101,61
Hudson,Frank's Diner,28.391744,-82.667798,3,FL,"16103 US 19, 15925 US 19",'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",QExWORi8kxwQGdXlFXRc-Q,34667,30
Tucson,Hooters,32.2205997635,-110.8379714749,3.5,AZ,7280 E Broadway Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",aq26RY75PlTNsviW6wUC9A,85710,109
Franklin,Granite City Food & Brewery,35.933616,-86.821486,3.5,TN,1864 West McEwen Dr,'free',True,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",hn3Rg2JrhQoDJBEhrpuwWg,37067,356
Florissant,IHOP,38.79529,-90.34097,2.5,MO,5 N Hwy 67 St,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_4VrDSmqabnuqwaQlOI6-w,63031,34
Sicklerville,Applebee's Grill + Bar,39.748982,-74.990204,2.5,NJ,455 Berlin - Cross Keys Rd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",wn1rS1Ga9xZ1BIMffnJW5A,08081,39
Tucson,Barrio Brewing,32.214412,-110.9595118,4,AZ,800 E 16th St,u'free',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",8QJTzIaR5FceGds8HBSIig,85719,611
Mount Juliet,Waffle House,36.168351,-86.5146751,3,TN,326 S Mt Juliet Rd,'no',False,True,1,"{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}",4LuzS6VevvwSmB71KbGyVQ,37122,29
Lansdowne,Crisp Chikn,39.9390834669,-75.2722532,4.5,PA,27 N Lansdowne Ave,u'free',True,NA,NA,NA,4gaTCKPPSooQ7OKHkhZwiQ,19050,19
Langhorne,Red Lobster,40.178285,-74.880187,3,PA,"2275 E Lincoln Hwy, ACROSS FROM OXFORD VALLEY MALL",'free',True,True,2,"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",i7LerGjkoxNPrlJ1oJpbXw,19047,77
Nashville,Watermark Restaurant,36.1522693592,-86.7850399017,4,TN,507 12th Ave S,u'free',False,True,3,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",vOgQnvKbE4nMopFTjoL8Gg,37203,296
Tampa,Popeyes Louisiana Kitchen,28.069558,-82.433814,2,FL,2216 Fletcher Ave,'no',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",z06yuwkwWjgXAxnlZKg1yw,33612,28
Brooklawn,Clancy's By The Creek,39.8756754,-75.1207411,3.5,NJ,304 Crescent Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",jrXGF0GlXZZgA__9PSPt1w,08031,21
Tampa,American Social,27.9387071894,-82.4547521292,3.5,FL,"601 S Harbour Island Blvd, Ste 107",'free',True,True,2,"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': True}",oqP1oQEycpp4J6u5YebRoQ,33602,768
Reno,McDonald's,39.530632,-119.814276,1.5,NV,432 N Virginia Ave,u'free',True,True,1,"{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}",7YiLEuHuUONZrMPT0OxXUQ,89501,89
King of Prussia,Hooters,40.090495,-75.3740399,3.5,PA,435 W Dekalb Pike,NA,NA,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",dv4tx5H0-aPiIXSM2hJNhA,19406,5
Philadelphia,My Blue Heaven,39.9883288,-75.0912665,3,PA,2762 E Pacific St,NA,NA,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",WxFfnTx_VAT_ORvqHAfYNw,19134,6
Kenner,Philly Dat Up,30.0163825182,-90.2495574206,3,LA,"1401 W Esplanade Ave, Ste 830",'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3yJYL99Dmq0ofHkcqyPtjw,70065,12
Land O' Lakes,Village Inn,28.1866210597,-82.4428262548,2.5,FL,22601 State Rd 54,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",tXfeVYKJq-bGPx1sjHOMHA,34639,61
Franklin,Battle Ground Brewery,35.92817,-86.868185,3,TN,108 Bridge St,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",WKHyyy11XHPNd7YtONSr_w,37064,9
Franklin,Daily Dish Events & Catering,35.998157,-86.886735,4,TN,2205 Hillsboro Rd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",M2m_SM9GpIbct2a_hOGzag,37069,47
Edmonton,Chuck E. Cheese's,53.5989601,-113.5699576,3,AB,14245 137th Avenue NW,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",5gFINQunzrgFOxI20Dr5Uw,T5L 5E8,10
Oaks,Uno Pizzeria & Grill,40.1345642784,-75.4485799227,3,PA,106 Black Rock Road,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_rkjLrft2ZgHcLBLF9amXw,19456,138
Indianapolis,Rooftop Garden,39.7521667,-86.1396658546,3.5,IN,1105 Prospect St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",zTp2lpm3z5tVk62rA-pCdQ,46203,60
New Orleans,The Munch Factory,30.0273794,-90.0387422,4.5,LA,6514 Congress Dr,NA,NA,NA,NA,NA,Qkiz7nFYML7sJBFPO7pNaw,70126,21
New Orleans,Slim Goodies Diner,29.9230437,-90.0882019,3.5,LA,3322 Magazine St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",gLaxSkjWzt25hybkaKwQcA,70115,520
Ballwin,Stoogez,38.592324,-90.52617,4.5,MO,"14560 Manchester Rd, Ste 28",NA,True,True,1,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",j6zWZyXsvEZvNO4wcz_oaQ,63011,8
Philadelphia,George's Wings,40.0643044322,-74.9868814021,3.5,PA,3818 Morrell Ave,u'no',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",fr2qDm_mY1afIGMvqsKUCg,19114,50
New Orleans,Zea Rotisserie and Grill,29.9386502,-90.0761769,4,LA,1525 St Charles Ave,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",IZmCSGeXLCB-Y2UvJrvr-A,70130,130
Tampa,Chili's,28.0550259,-82.4280458,2,FL,2794 E Fowler Ave,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",y3iKFTk_sgIXCT6fNcBn_Q,33612,114
Phoenixville,Vinny Vegas Pizza,40.134271,-75.5151662,3.5,PA,167 Bridge St,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",WKryRgra3TnhfMNArU6Opg,19460,29
Blackwood,Sam's Bar & Grille,39.7891409,-75.0562241,3.5,NJ,1007 S Black Horse Pike,NA,NA,NA,1,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",WJeipqBVdQmVhnYrXlLb7A,08012,16
Tampa,Marty's Cafe,27.9764631494,-82.3297235912,3,FL,"9720 Princess Palm Ave, Ste 114",NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",gNqYUPKGfZJycaZhCsi7xQ,33619,14
Nashville,Opry Backstage Grill,36.2177772,-86.6949403,3.5,TN,2401 Music Valley Dr,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1PYqegX1SruVbkCsRF-4lA,37214,195
Indianapolis,Joe's Crab Shack,39.9062719,-86.0987866,3,IN,8250 Dean Rd,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",8xz4jzsKSU10CFvbHhYJXw,46240,62
Wilmington,Brandywine Brewing Company Restaurant & Brewery,39.7768783,-75.5950446,3,DE,"3801 Kennett Pike, Ste E155",NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5ODCsQbRdsFIWlypGF3iUw,19807,28
Nashville,Logan's Roadhouse,36.1119137436,-86.766502,2,TN,727 Thompson Ln,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",EBn3U4mpnIRLIy2lKuilRQ,37204,120
Goleta,Romaine's,34.4115477,-119.8439999,3.5,CA,UCen,NA,NA,True,1,NA,SHk_eYKzIOPvgwvTThtXiQ,93118,6
Plainfield,Logan's Roadhouse,39.714395,-86.354627,2.5,IN,351 S Perry Rd,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1JHPRGTHrrSIcKDGzsXddQ,46168,76
Indianapolis,O'Charley's Restaurant & Bar,39.914861,-86.225939,3,IN,3851 Vincennes Rd,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",s3Pu9q7owaaBatuv8DRJug,46268,11
Edmonton,Brewsters Brewing Company & Restaurant,53.5201345852,-113.5962501821,3.5,AB,15820 87th Avenue NW,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",0CLCzdedGT2DPjkYM52Tqg,T5R 5W9,37
New Castle,Lone Star Steakhouse,39.6640748,-75.6066333,2,DE,113 S. Dupont Highway,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",s-7Q1GAQmB-Qsm_UwviHVA,19720,15
Schwenksville,The Dutch Cottage Tavern,40.2269717,-75.406862,4.5,PA,1264 Bridge Rd,'no',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",v_k6TaygyFq1YkjdtwPWpQ,19473,29
Glassboro,PB's Diner,39.7136834654,-75.1113189153,2.5,NJ,500 Delsea Dr N,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",16zHT7zp6K9IEQZ1oW6xXg,08028,119
Madison,Logan's Roadhouse,36.295855,-86.699384,2,TN,1715 Gallatin Pike N,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",zOXvoQVFElBEhz__YT6VNw,37115,62
Indianapolis,Sun King Broad Ripple,39.8693211,-86.1407479,4,IN,1021 Broad Ripple Ave,u'free',False,NA,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",iHV3uBo1N9ETBtuEqdDsWQ,46220,97
Saint Pete Beach,Sea Turtle Restaurant,27.720594,-82.7394976,4,FL,4599 Gulf Blvd,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",cIohvIbTq6qN7god-sx1zg,33706,262
Pottstown,Pub 990,40.2439864447,-75.6281514917,3,PA,990 E High St,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",iZcob4XzyjQnF1QB5ffAcg,19464,11
Philadelphia,Lazos Pizza & Grill,39.9727751034,-75.1789870874,4,PA,2533 Poplar St,u'no',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",1NCUTTp6rIyXpwUDVv9qOA,19130,176
Granite City,Lascelles Granite City,38.7013281,-90.1494623,4,IL,1324 Niedringhaus Ave,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",xR3inMR2KceU3b9dhkz_tw,62040,48
Treasure Island,Gators Cafe & Saloon,27.7825495,-82.7816064,3,FL,12754 Kingfish Dr,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",nvb8SFi1-LzaQHEhUnw_7g,33706,301
Hendersonville,Cheddar's Scratch Kitchen,36.3214422787,-86.5986949568,3,TN,210 Anderson Ln N,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",zbvu8pRKcOQqdjqRGbncyQ,37075,117
Doylestown,Vela,40.3193924,-75.1322364,3.5,PA,140 Veterans Ln,NA,NA,True,NA,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",tr5Os7k3FpPz7NbWYwZa5Q,18901,68
Ruskin,Beanie's Bar & Sports Grill,27.704314281,-82.4425658705,3.5,FL,2002 S US Hwy 41,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4JQ0hePJAlBepDzb20_32g,33570,80
Bristol,Chuck's BBQ,40.0959133,-74.8593254,3,PA,2 Pond St,u'no',True,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",PEs5kilsGdB31jSt84ItuA,19007,36
Philadelphia,Steve's Prince of Steaks,39.9549777255,-75.199922158,3,PA,3836 Chestnut St,NA,None,NA,NA,NA,hwXDlBJdtr1cFFM8sy5oPQ,19104,11
Greenwood,Mucky Duck,39.5746233,-86.1589527,2,IN,2800 S State Rd 135,NA,False,True,2,NA,MdIE0W_jztQNFtDog0dObg,46143,17
Philadelphia,Bareburger - Midtown Village,39.9489334,-75.1595088,4,PA,1109 Walnut St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",2er_V-oAd7IbQ5YTY56r7A,19107,622
Maple Shade,The New Maple Hill Restaurant,39.956659,-74.991745,3.5,NJ,701 E Main St,u'free',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",0xy7fk_yHaHbapJ1FS_ZJA,08052,36
Tucson,Buddy's Grill,32.250943,-110.890264,3.5,AZ,4821 E Grant Rd,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",qLrTiIPDlnNX6FYTs29rmg,85712,14
Tampa,Mamas Kitchen,27.884852,-82.5060044,4.5,FL,5524 S Dale Mabry Hwy,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",BVndHaLihEYbr76Z0CMEGw,33611,162
Trappe,The Trappe Tavern,40.1983718,-75.4757542,3,PA,416 W Main St,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",7rtrGGsUkVWZFHJaEArJ7g,19426,109
Nashville,Burger Republic,36.1524355,-86.7835814,4,TN,420 11th Ave S,u'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",VRGYwKE_Z77frm5NwLvJhw,37203,721
Paoli,Redhound Grille,40.037656,-75.4945024,3.5,PA,128 Paoli Pike,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_GwN0kWZOs3DFpNDZIblRw,19301,84
Tampa,Frontier Steakhouse,28.0114286,-82.3605699,3.5,FL,8602 E Sligh Ave,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",qf4LecJDQWIt0gt6VJWFPw,33610,95
Nashville,Champions,36.1462072,-86.6930527,4,TN,600 Marriott Drive,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9OtFX3YzG5keaUMOWU1imA,37214,73
St. Louis,The Archive Music House & Southern Grill,38.6097479,-90.200959,4.5,MO,706 Lafayette Ave,u'free',False,True,1,NA,qvGLXBFz8aiQqIrFWSX64w,63104,11
Philadelphia,Oriental Kitchen,39.971725,-75.1657105,2.5,PA,919 N 18th St,NA,True,False,NA,NA,teGUSCn6Vlrs07qIgilFHA,19130,8
St Louis,Captain D's,38.6262167146,-90.2363026142,2.5,MO,920 S Grand Blvd,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",WXxZigTHz0ap8JXVCEEepA,63103,22
Philadelphia,Athenian Restaurant,40.0259565956,-75.0442917475,4,PA,6824 Torresdale Ave,'no',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NOPk3f5TedR-fw9HO4VJlQ,19135,27
Indianapolis,Yolk - Monument Circle,39.769678,-86.156556,3.5,IN,111 Monument Cir,'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",HMQ1HMB6r__ol7tSaiNvfg,46204,104
Franklin,Newk's Eatery,35.9472374,-86.8228578,3.5,TN,"535 Cool Springs Blvd, Ste 120",'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",xs5gxwXz1QFlWy62XAH-9Q,37067,99
Indianapolis,California Pizza Kitchen,39.766304,-86.159322,3,IN,"49 West Maryland Street, Suite 104",u'no',True,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",p3Vbzk03kNiI0tr181qamA,46204,49
Pennsville,Applebee's Grill + Bar,39.678551,-75.495753,2.5,NJ,419 North Broadway,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}",uamAUnL4ox5uXvjquY9wLg,08070,32
Indianapolis,Beautiful Shades,39.8357998,-86.243381,4,IN,4718 Century Plaza Rd,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",PXQGiGwBqfFuO81BFB3LHg,46254,13
Granite City,Itty-Bitty,38.761132,-90.084759,4.5,IL,512 E Chain Of Rocks Rd,u'free',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",WCVFqK84i2H5EClSoow7ZA,62040,33
Nashville,Katie's Meat and Three,36.1643251362,-86.7796141528,4,TN,10 Arcade,'no',True,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Bu5sh0AVuv5qTpH7pm7wuA,37203,8
Goodlettsville,Yvette's CountrySide Cafe,36.4097572,-86.6910493,4,TN,1521 Hwy 31 W,NA,NA,NA,NA,NA,uppHXQH6tuNFtqxT8dRHig,37072,5
Overland,Nostalgia Bar & Bistro,38.700923,-90.369974,4,MO,9625 Lackland Rd,u'free',False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",R-j_eKY3437_IS2d56ZlAg,63114,5
Philadelphia,Oh So Good,39.9530859,-75.1722814,3.5,PA,1900 Market St,'no',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",fzZxqe9XAtKrx10959x1Rg,19103,15
Nashville,The River House,36.1591102716,-86.7752844956,4.5,TN,313 Demonbreun St,NA,NA,NA,3,"{u'valet': True, u'garage': False, u'street': False, u'lot': False, u'validated': False}",25g42U7hBsDPF5RTpZ24mw,37201,41
